;Rank;Guild;Realm;ItemsLvl;name;class;faction;gender;race;url_with_background;url_character;ID
13150;13151;Clockwork Orange;Dragonblight;477.31;Aggrovation;warrior;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/dragonblight/38/237882662-main.jpg;https://render-eu.worldofwarcraft.com/character/dragonblight/38/237882662-main-raw.png;aggrovation-dragonblight
9890;9714;so fluffy;Blackhand;478.06;Aghoulni;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackhand/50/117376306-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/50/117376306-main-raw.png;aghoulni-blackhand
3321;3322; ;Kazzak;479.75;Agmar;warrior;horde;MALE;highmountain-tauren;https://render-eu.worldofwarcraft.com/character/kazzak/176/177025968-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/176/177025968-main-raw.png;agmar-kazzak
3364;3365; ;Blackrock;479.75;Agodb;druid;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/blackrock/8/70365192-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/8/70365192-main-raw.png;agodb-blackrock
3084;3085;cat irl;Tarren Mill;479.88;Agrat;warlock;horde;FEMALE;undead;https://render-eu.worldofwarcraft.com/character/tarren-mill/18/142654994-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/18/142654994-main-raw.png;agrat-tarren mill
5900;5901; ;Auchindoun;479.13;Agrero;shaman;alliance;MALE;dwarf;https://render-eu.worldofwarcraft.com/character/auchindoun/125/96662653-main.jpg;https://render-eu.worldofwarcraft.com/character/auchindoun/125/96662653-main-raw.png;agrero-auchindoun
4719;4720; ;Argent Dawn;479.38;Agrirakon;paladin;horde;FEMALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/argent-dawn/240/166032112-main.jpg;https://render-eu.worldofwarcraft.com/character/argent-dawn/240/166032112-main-raw.png;agrirakon-argent dawn
21794;21795; ;Burning Legion;475.88;Agu;hunter;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/burning-legion/100/131939172-main.jpg;https://render-eu.worldofwarcraft.com/character/burning-legion/100/131939172-main-raw.png;agu-burning legion
42357;42358;Sur le papier on e..;Sargeras;473.38;Ahalbadin;priest;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/sargeras/116/110284148-main.jpg;https://render-eu.worldofwarcraft.com/character/sargeras/116/110284148-main-raw.png;ahalbadin-sargeras
15126;15127;Narcotic Narwhals;Tarren Mill;476.94;Ahlander;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/tarren-mill/55/151769911-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/55/151769911-main-raw.png;ahlander-tarren mill
3386;3387; ;Blackmoore;479.75;Ahnay;priest;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/blackmoore/43/71541803-main.jpg;https://render-eu.worldofwarcraft.com/character/blackmoore/43/71541803-main-raw.png;ahnay-blackmoore
40147;40148;Improve;Kazzak;473.63;Ahrenalia;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/220/162036188-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/220/162036188-main-raw.png;ahrenalia-kazzak
17255;17256;Dum spiro spero;Ysondre;476.56;Ahskewe;monk;horde;FEMALE;maghar-orc;https://render-eu.worldofwarcraft.com/character/ysondre/98/117661026-main.jpg;https://render-eu.worldofwarcraft.com/character/ysondre/98/117661026-main-raw.png;ahskewe-ysondre
47720;47721;Outism Prime;Thrall;472.69;Aidur;shaman;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/thrall/58/87860538-main.jpg;https://render-eu.worldofwarcraft.com/character/thrall/58/87860538-main-raw.png;aidur-thrall
16265;16266; ;Stormscale;476.75;Ailenax;druid;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/stormscale/128/118141056-main.jpg;https://render-eu.worldofwarcraft.com/character/stormscale/128/118141056-main-raw.png;ailenax-stormscale
20708;20709;Without a Trace;Twisting Nether;476.06;Aimatiros;warlock;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/twisting-nether/209/106538961-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/209/106538961-main-raw.png;aimatiros-twisting nether
18013;18014;Fun Loving Criminals;Bloodhoof;476.44;Aineas;paladin;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/bloodhoof/24/95028760-main.jpg;https://render-eu.worldofwarcraft.com/character/bloodhoof/24/95028760-main-raw.png;aineas-bloodhoof
10361;10362; ;Silvermoon;477.94;Airhunt;hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/19/185960723-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/19/185960723-main-raw.png;airhunt-silvermoon
889;890; ;Silvermoon;481.06;Airmah;mage;alliance;FEMALE;void-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/142/182775694-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/142/182775694-main-raw.png;airmah-silvermoon
8081;8082; ;Kazzak;478.63;Airport;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/kazzak/127/195829631-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/127/195829631-main-raw.png;airport-kazzak
39671;39672;Blonde;Draenor;473.69;Airqueue;shaman;horde;MALE;maghar-orc;https://render-eu.worldofwarcraft.com/character/draenor/134/132049798-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/134/132049798-main-raw.png;airqueue-draenor
43382;43383;More Panic Please;Frostwolf;473.25;Ais;warrior;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/frostwolf/218/107700442-main.jpg;https://render-eu.worldofwarcraft.com/character/frostwolf/218/107700442-main-raw.png;ais-frostwolf
4732;4733; ;Blackhand;479.38;Aisthra;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackhand/23/118574103-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/23/118574103-main-raw.png;aisthra-blackhand
3683;3684;Orangutang Gang;Twisting Nether;479.69;Aiwass;priest;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/twisting-nether/253/144173821-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/253/144173821-main-raw.png;aiwass-twisting nether
32013;32014;LastStand;Blackrock;474.63;Aizensaite;warrior;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/blackrock/125/141904765-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/125/141904765-main-raw.png;aizensaite-blackrock
4693;4694; ;Draenor;479.38;Aizenshin;warrior;horde;MALE;maghar-orc;https://render-eu.worldofwarcraft.com/character/draenor/14/88958478-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/14/88958478-main-raw.png;aizenshin-draenor
21251;21252; ;Kazzak;475.94;Aizenzubi;death-knight;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/kazzak/159/163971231-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/159/163971231-main-raw.png;aizenzubi-kazzak
14048;14049; ;Alleria;477.13;Ajiralol;rogue;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/alleria/132/166095748-main.jpg;https://render-eu.worldofwarcraft.com/character/alleria/132/166095748-main-raw.png;ajiralol-alleria
34370;34371; ;Draenor;474.38;Ajovsky;warrior;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/draenor/60/134375996-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/60/134375996-main-raw.png;ajovsky-draenor
1810;1811;Try Harder;Kazzak;480.38;Ajshed;paladin;horde;FEMALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/kazzak/211/185863379-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/211/185863379-main-raw.png;ajshed-kazzak
5443;5444; ;Draenor;479.25;Akaelom;druid;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/draenor/153/106648729-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/153/106648729-main-raw.png;akaelom-draenor
34406;34407;Size Matters;Kazzak;474.31;Akahoshi;hunter;horde;FEMALE;pandaren;https://render-eu.worldofwarcraft.com/character/kazzak/58/80667962-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/58/80667962-main-raw.png;akahoshi-kazzak
10383;10384; ;Tarren Mill;477.94;Akaiakuma;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/tarren-mill/189/144997821-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/189/144997821-main-raw.png;akaiakuma-tarren mill
303;304; ;Darksorrow;482.0;Akani;mage;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/darksorrow/226/170195682-main.jpg;https://render-eu.worldofwarcraft.com/character/darksorrow/226/170195682-main-raw.png;akani-darksorrow
27552;27553; ;Hyjal;475.13;Akapaku;paladin;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/hyjal/2/171271682-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/2/171271682-main-raw.png;akapaku-hyjal
35026;35027;Hyped;Tarren Mill;474.25;Akariqt;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/tarren-mill/121/149432441-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/121/149432441-main-raw.png;akariqt-tarren mill
29731;29732;Hyped;Tarren Mill;474.88;Akarø;rogue;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/tarren-mill/52/151680052-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/52/151680052-main-raw.png;akarø-tarren mill
23266;23267;Grand Conjunction;Blackrock;475.69;Akathor;warrior;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/blackrock/22/140468246-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/22/140468246-main-raw.png;akathor-blackrock
12780;12781;Myst;Thrall;477.38;Akayu;hunter;horde;FEMALE;vulpera;https://render-eu.worldofwarcraft.com/character/thrall/150/112682390-main.jpg;https://render-eu.worldofwarcraft.com/character/thrall/150/112682390-main-raw.png;akayu-thrall
19972;19973; ;Alleria;476.13;Akaz;warrior;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/alleria/57/145550905-main.jpg;https://render-eu.worldofwarcraft.com/character/alleria/57/145550905-main-raw.png;akaz-alleria
3337;3338; ;Draenor;479.75;Akazzi;priest;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/draenor/70/110557510-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/70/110557510-main-raw.png;akazzi-draenor
1616;1617;Convergence;Dun Modr;480.5;Akenah;rogue;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/dun-modr/62/147750974-main.jpg;https://render-eu.worldofwarcraft.com/character/dun-modr/62/147750974-main-raw.png;akenah-dun modr
5894;5895; ;Grim Batol;479.13;Akhylys;mage;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/grim-batol/129/61368961-main.jpg;https://render-eu.worldofwarcraft.com/character/grim-batol/129/61368961-main-raw.png;akhylys-grim batol
686;687;W R A T H;Kazzak;481.31;Akiasa;rogue;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/251/181529595-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/251/181529595-main-raw.png;akiasa-kazzak
23501;23502;SCYTHIANS;Silvermoon;475.63;Akilyosiotun;hunter;alliance;MALE;void-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/135/188478343-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/135/188478343-main-raw.png;akilyosiotun-silvermoon
28006;28007;Green Pandas;Burning Legion;475.13;Akine;hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/burning-legion/170/163548586-main.jpg;https://render-eu.worldofwarcraft.com/character/burning-legion/170/163548586-main-raw.png;akine-burning legion
28714;28715;Inch Company;Frostwolf;475.0;Akisume;druid;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/frostwolf/80/116463440-main.jpg;https://render-eu.worldofwarcraft.com/character/frostwolf/80/116463440-main-raw.png;akisume-frostwolf
24495;24441;TRAP;Archimonde;475.5;Akitsunà;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/archimonde/141/142208653-main.jpg;https://render-eu.worldofwarcraft.com/character/archimonde/141/142208653-main-raw.png;akitsunà-archimonde
19999;20000;Defenestrate;Tarren Mill;476.13;Akkawar;warrior;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/tarren-mill/66/157911874-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/66/157911874-main-raw.png;akkawar-tarren mill
19048;19049;Instinct;Alleria;476.25;Akkera;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/alleria/152/133427352-main.jpg;https://render-eu.worldofwarcraft.com/character/alleria/152/133427352-main-raw.png;akkera-alleria
34404;34405;Heresy;Ysondre;474.31;Akou;mage;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/ysondre/132/119157892-main.jpg;https://render-eu.worldofwarcraft.com/character/ysondre/132/119157892-main-raw.png;akou-ysondre
7728;7604; ;Hyjal;478.81;Akoubayo;druid;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/hyjal/222/187105758-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/222/187105758-main-raw.png;akoubayo-hyjal
16594;16595;Inner Core;Azshara;476.69;Akrajin;death-knight;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/azshara/13/163126797-main.jpg;https://render-eu.worldofwarcraft.com/character/azshara/13/163126797-main-raw.png;akrajin-azshara
31734;31735;Echoes;Sargeras;474.63;Akrenh;hunter;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/sargeras/140/135789452-main.jpg;https://render-eu.worldofwarcraft.com/character/sargeras/140/135789452-main-raw.png;akrenh-sargeras
21173;21174;The Division;Stormscale;476.0;Akrobatik;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/stormscale/53/121824053-main.jpg;https://render-eu.worldofwarcraft.com/character/stormscale/53/121824053-main-raw.png;akrobatik-stormscale
5989;5990;Vanishing Light;Sanguino;479.13;Akroggy;rogue;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/sanguino/164/152566692-main.jpg;https://render-eu.worldofwarcraft.com/character/sanguino/164/152566692-main-raw.png;akroggy-sanguino
22778;22779;Green Smile Mafia;Kazzak;475.75;Akropolis;warrior;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/kazzak/168/184818344-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/168/184818344-main-raw.png;akropolis-kazzak
10797;10798;Helion;Blackrock;477.81;Aktionclaus;hunter;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/blackrock/25/79709977-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/25/79709977-main-raw.png;aktionclaus-blackrock
3765;3766; ;Blackmoore;479.63;Akumanoshi;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/blackmoore/73/133803337-main.jpg;https://render-eu.worldofwarcraft.com/character/blackmoore/73/133803337-main-raw.png;akumanoshi-blackmoore
49008;49009;Blutherzen;Taerar;472.5;Akura;death-knight;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/taerar/74/153390666-main.jpg;https://render-eu.worldofwarcraft.com/character/taerar/74/153390666-main-raw.png;akura-taerar
7856;7857; ;Stormscale;478.75;Akwasi;paladin;horde;FEMALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/stormscale/231/104159207-main.jpg;https://render-eu.worldofwarcraft.com/character/stormscale/231/104159207-main-raw.png;akwasi-stormscale
13801;13802;Almost;Dalaran;477.19;Akynøs;warlock;horde;FEMALE;nightborne;https://render-eu.worldofwarcraft.com/character/dalaran/17/164670737-main.jpg;https://render-eu.worldofwarcraft.com/character/dalaran/17/164670737-main-raw.png;akynøs-dalaran
7435;7436; ;Aegwynn;478.88;Akyraz;mage;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/aegwynn/116/191520116-main.jpg;https://render-eu.worldofwarcraft.com/character/aegwynn/116/191520116-main-raw.png;akyraz-aegwynn
6463;6162; ;Sargeras;479.06;Akê;hunter;horde;FEMALE;pandaren;https://render-eu.worldofwarcraft.com/character/sargeras/114/119061618-main.jpg;https://render-eu.worldofwarcraft.com/character/sargeras/114/119061618-main-raw.png;akê-sargeras
11177;11178;Hard to Kill;Aegwynn;477.75;Akíra;paladin;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/aegwynn/176/186775728-main.jpg;https://render-eu.worldofwarcraft.com/character/aegwynn/176/186775728-main-raw.png;akíra-aegwynn
3583;3584;Fiasco;Ravencrest;479.69;Alaiah;priest;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/ravencrest/127/153699455-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/127/153699455-main-raw.png;alaiah-ravencrest
2460;2461;Feed and Deplete;Eredar;480.06;Alania;druid;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/eredar/253/107897597-main.jpg;https://render-eu.worldofwarcraft.com/character/eredar/253/107897597-main-raw.png;alania-eredar
2239;2240; ;Sanguino;480.13;Alard;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/sanguino/167/89389223-main.jpg;https://render-eu.worldofwarcraft.com/character/sanguino/167/89389223-main-raw.png;alard-sanguino
